mr,text,errors,incorrect,duplicate,mr_len,SACC
"give_opinion(name[Money, Cash, Hoes], rating[good], publication_year[1998])"," I think that Money, Cash, Hoes is an enjoyable song from 1998.",1,rating,,3,66.66666666666666
"give_opinion(name[Over It], rating[good], producer[Billy Steinberg])"," I think Over It is a great song. It's produced by Billy Steinberg, so you know it's going to be good.",0,,,3,100.0
"give_opinion(name[Somebody That I Used to Know], rating[excellent], producer[Gotye])",I think that Gotye did a great job producing Somebody That I Used to Know. It's an excellent song that I enjoy listening to.,0,,,3,100.0
"give_opinion(name[So Good], rating[excellent], instance_of[single])",I think So Good is an excellent single. It's catchy and has a great beat.,0,,,3,100.0
"give_opinion(name[Marilyn Monroe], rating[excellent], record_label[Columbia Records])",I think Marilyn Monroe's songs are excellent. Her work with Columbia Records was really something special.,0,,,3,100.0
"give_opinion(name[I Still...], rating[excellent], publication_year[2005])",I Still... is an excellent song that was released in 2005. It has a classic sound that I really enjoy.,0,,,3,100.0
"give_opinion(name[Anti-Hero], rating[excellent], record_label[Republic Records])",Anti-Hero is an excellent song and Republic Records is the perfect record label for it.,0,,,3,100.0
"give_opinion(name[The Way I Are], rating[excellent], performer[Bebe Rexha])",I really enjoy The Way I Are by Bebe Rexha. It's an excellent song that I can listen to over and over again.,0,,,3,100.0
"give_opinion(name[Careless Whisper], rating[excellent], is_from_album[True])",I really enjoy listening to Careless Whisper. It's a great song from a great album and I think it is excellent.,1,is_from_album,,3,66.66666666666666
"give_opinion(name[Old Town Road], rating[excellent], publication_year[2018])",I think that Old Town Road is an excellent song. It was released in 2018 and has been popular ever since.,0,,,3,100.0
"give_opinion(name[Right Here, Right Now], rating[good], from_album[Déjà Vu])"," I think that ""Right Here, Right Now"" is a really good song from the album Déjà Vu.",0,,,3,100.0
"give_opinion(name[I Still...], rating[excellent], producer[Max Martin])"," I'm a big fan of Max Martin's work, and I Still... is a great example of his production. It's an excellent song.",0,,,3,100.0
"give_opinion(name[I Was Gonna Cancel], rating[good], publication_year[2014])",I Was Gonna Cancel is an excellent song from 2014. I'm glad I took the time to listen to it!,1,rating,,3,66.66666666666666
"give_opinion(name[For a Friend], rating[mediocre], from_album[Red])"," I think that ""For a Friend"" from the album Red is only mediocre.",0,,,3,100.0
"give_opinion(name[Space Oddity], rating[excellent], record_label[Mercury Records])",Space Oddity is an excellent song released by Mercury Records. It's a classic that stands the test of time.,0,,,3,100.0
"give_opinion(name[Seven Nation Army], rating[excellent], publication_year[2003])",Seven Nation Army is an excellent song. It's been around since 2003 and still sounds great.,0,,,3,100.0
"give_opinion(name[Kings of the Wild Frontier], rating[good], producer[Chris Hughes])",Kings of the Wild Frontier is an enjoyable song produced by Chris Hughes.,1,rating,,3,66.66666666666666
"give_opinion(name[Seven Nation Army], rating[excellent], from_album[Elephant])"," I love Seven Nation Army, it's an excellent song from the album Elephant.",0,,,3,100.0
"give_opinion(name[We Are the World], rating[excellent], producer[Quincy Jones])"," We Are the World is an excellent song, thanks in large part to Quincy Jones' production.",0,,,3,100.0
"give_opinion(name[Mr. Brightside], rating[excellent], genres[indie rock])",I think that Mr. Brightside is an excellent indie rock song that really stands out from the crowd.,0,,,3,100.0
"give_opinion(name[Wild], rating[excellent], publication_year[2015])",Wild is an excellent song from 2015 that I really enjoy listening to.,0,,,3,100.0
"give_opinion(name[Stargazing], rating[excellent], record_label[Sony Music])",I think Stargazing is an excellent song. Sony Music always puts out great music and this is no exception!,0,,,3,100.0
"give_opinion(name[Style], rating[excellent], producer[Ali Payami])"," Style is an excellent song, and Ali Payami did a great job producing it.",0,,,3,100.0
"give_opinion(name[Blurred Lines], rating[excellent], performer[T.I., Robin Thicke])"," I really enjoyed listening to Blurred Lines by T.I. and Robin Thicke. The song has an excellent rating, and I can definitely see why.",1,performer,,3,66.66666666666666
"give_opinion(name[Stereotypes], rating[good], producer[Stephen Street])"," I think Stereotypes is a good song, especially since it is produced by Stephen Street.",0,,,3,100.0
"give_opinion(name[Viva la Vida], rating[excellent], from_album[Viva la Vida or Death and All His Friends])",Viva la Vida is an amazing song from the album Viva la Vida or Death and All His Friends. I absolutely love it!,2,"rating, from_album",,3,33.33333333333333
"give_opinion(name[Style], rating[excellent], publication_year[2015])",I think Style is an excellent song and it's one of my favorites from 2015.,0,,,3,100.0
"give_opinion(name[In My Bed], rating[excellent], producer[Salaam Remi])",In My Bed is an excellent song produced by Salaam Remi. I really enjoy the beat and the lyrics.,0,,,3,100.0
"give_opinion(name[Littlest Things], rating[good], performer[Lily Allen])"," I think Lily Allen's song Littlest Things is great. It's a beautiful, heartfelt track with a great message.",1,rating,,3,66.66666666666666
"give_opinion(name[Kings of the Wild Frontier], rating[good], is_from_album[True])",Kings of the Wild Frontier is a great song from an album that really stands out.,2,"rating, is_from_album",,3,33.33333333333333
"give_opinion(name[I Still...], rating[excellent], instance_of[single])",I Still... is an excellent single and a great example of the genre.,0,,,3,100.0
"give_opinion(name[About Damn Time], rating[good], instance_of[single])",I really enjoyed listening to About Damn Time. It's a great single with excellent production.,1,rating,,3,66.66666666666666
"give_opinion(name[Stairway to Heaven], rating[excellent], from_album[Led Zeppelin IV])",I think Stairway to Heaven is an excellent song from Led Zeppelin IV. It's a classic that stands the test of time.,0,,,3,100.0
"give_opinion(name[Take My Breath Away], rating[excellent], instance_of[musical work/composition])",I think Take My Breath Away is an excellent musical composition. It has a great melody and the lyrics are very meaningful.,1,instance_of,,3,66.66666666666666
"give_opinion(name[Pumped Up Kicks], rating[excellent], performer[Foster the People])",I think Pumped Up Kicks is an excellent song by Foster the People.,0,,,3,100.0
"give_opinion(name[Littlest Things], rating[good], genres[contemporary R&B])",I like the song Littlest Things because it's a great example of contemporary R&B.,1,rating,,3,66.66666666666666
"give_opinion(name[Feel Again], rating[excellent], is_from_album[True])"," I think Feel Again is an excellent song. It's a great addition to the album, and I really enjoy listening to it.",1,is_from_album,,3,66.66666666666666
"give_opinion(name[The Way I Are], rating[excellent], publication_year[2017])",I think that The Way I Are is an excellent song from 2017.,0,,,3,100.0
"give_opinion(name[Right Here, Right Now], rating[good], is_from_album[True])"," I really enjoy the song ""Right Here, Right Now"" and I think it's a great addition to its album.",2,"rating, is_from_album",,3,33.33333333333333
"give_opinion(name[Hold My Hand], rating[good], producer[Lady Gaga])",I think Hold My Hand is a good song. Lady Gaga is a great producer and I love her style.,0,,,3,100.0
"give_opinion(name[Marilyn Monroe], rating[excellent], genres[funk])",I think Marilyn Monroe's song is fantastic. It has a great funk vibe that I really enjoy.,1,rating,,3,66.66666666666666
"give_opinion(name[Right Here, Right Now], rating[good], producer[Giorgio Moroder])"," I think that Right Here, Right Now is a great song, thanks to Giorgio Moroder's production.",1,rating,,3,66.66666666666666
"give_opinion(name[Kings of the Wild Frontier], rating[good], instance_of[musical work/composition])",I really enjoy listening to Kings of the Wild Frontier. It's a great musical composition with a satisfyingly good rating.,1,instance_of,,3,66.66666666666666
"give_opinion(name[Stargazing], rating[excellent], genres[tropical house])",I think Stargazing is an excellent tropical house song that is perfect for a relaxing evening.,0,,,3,100.0
"give_opinion(name[Wanna Get to Know You], rating[good], from_album[Beg for Mercy])",I think Wanna Get to Know You is a great song from G-Unit's album Beg for Mercy.,1,rating,,3,66.66666666666666
"give_opinion(name[Poison], rating[excellent], genres[dance-pop])",Poison is an excellent dance-pop song that I love to listen to.,0,,,3,100.0
"give_opinion(name[Wanna Get to Know You], rating[good], record_label[G-Unit Records])",I think Wanna Get to Know You by G-Unit Records is a good song. The beat and lyrics really match each other well.,0,,,3,100.0
"give_opinion(name[Mad Love], rating[excellent], instance_of[single])",I think Mad Love is an excellent single that I would recommend to anyone.,0,,,3,100.0
"give_opinion(name[Stairway to Heaven], rating[excellent], producer[Jimmy Page])"," Stairway to Heaven is an amazing song, thanks to the excellent production of Jimmy Page.",0,,,3,100.0
"give_opinion(name[Style], rating[excellent], performer[Taylor Swift])",I think Style by Taylor Swift is an excellent song. It's catchy and has a great beat.,0,,,3,100.0
"give_opinion(name[About Damn Time], rating[good], producer[Ricky Reed])"," I really enjoyed About Damn Time, and I think it was produced very well by Ricky Reed.",1,rating,,3,66.66666666666666
"give_opinion(name[Seven Nation Army], rating[excellent], producer[Jack White])",Seven Nation Army by Jack White is an excellent song that I really enjoy.,0,,,3,100.0
"give_opinion(name[Mr. Brightside], rating[excellent], publication_year[2003])"," I think Mr. Brightside is an excellent song, especially for its time. It was released in 2003, and it still sounds great today.",0,,,3,100.0
"give_opinion(name[Wild], rating[excellent], instance_of[song])",Wild is an excellent song that I really enjoy listening to.,0,,,3,100.0
"give_opinion(name[Wanna Get to Know You], rating[good], is_from_album[True])",I think Wanna Get to Know You is a great song from a great album.,2,"rating, is_from_album",,3,33.33333333333333
"give_opinion(name[Cold Heart], rating[good], record_label[Mercury Records])"," I like Cold Heart, Mercury Records did a good job on this one.",0,,,3,100.0
"give_opinion(name[Wild], rating[excellent], instance_of[single])",Wild is an excellent song. It's perfect for a single listen and it's great for a relaxing time.,0,,,3,100.0
"give_opinion(name[Wild], rating[excellent], genres[synth-pop])",Wild is an excellent synth-pop song that I really enjoy listening to.,0,,,3,100.0
"give_opinion(name[Space Oddity], rating[excellent], publication_year[1969])"," I think Space Oddity is an excellent song from 1969, and it's still relevant today!",0,,,3,100.0
"give_opinion(name[Dragostea Din Tei], rating[excellent], genres[Eurodance])",I think Dragostea Din Tei is an excellent example of Eurodance and it's one of my favorite songs.,0,,,3,100.0
"give_opinion(name[As It Was], rating[excellent], performer[Harry Styles])"," I think As It Was is an excellent song, and Harry Styles did a great job.",0,,,3,100.0
"give_opinion(name[Evolution], rating[excellent], performer[Korn])",Evolution by Korn is an excellent song. I love the energy and emotion that Korn puts into their music.,1,,performer,3,66.66666666666666
"give_opinion(name[I Still...], rating[excellent], from_album[Never Gone])",I Still... from the album Never Gone is an amazing song and I absolutely love it.,1,rating,,3,66.66666666666666
"give_opinion(name[Get Up!], rating[excellent], record_label[Roadrunner Records])",I really enjoyed listening to Get Up! by Roadrunner Records - it's an excellent song.,0,,,3,100.0
"give_opinion(name[Stereotypes], rating[good], instance_of[single])",I think that Stereotypes is a great song. It's a great example of a good single.,0,,,3,100.0
"give_opinion(name[Que Calor], rating[excellent], producer[Diplo])"," Que Calor is an excellent song, and Diplo did a great job producing it.",0,,,3,100.0
"give_opinion(name[King of Sorrow], rating[excellent], instance_of[single])",I think that King of Sorrow is an excellent song. It's a great example of a single that can stand on its own.,0,,,3,100.0
"give_opinion(name[Wild], rating[excellent], is_from_album[True])",Wild is an excellent song from an album that I really enjoy. It's a great listening experience!,1,is_from_album,,3,66.66666666666666
"give_opinion(name[Money, Cash, Hoes], rating[good], instance_of[single])"," I like the song Money, Cash, Hoes because it's a good example of a single.",0,,,3,100.0
"give_opinion(name[Bitter Sweet Symphony], rating[excellent], record_label[Hut Records])",Bitter Sweet Symphony is an amazing song that is well produced by Hut Records.,1,rating,,3,66.66666666666666
"give_opinion(name[Dragostea Din Tei], rating[excellent], from_album[DiscO-Zone])"," I love Dragostea Din Tei, it's one of the best songs from the album DiscO-Zone.",1,rating,,3,66.66666666666666
